id	project	name	bps	sequences	biome	feature	material	environment	sequencing_type	location	mean_seq_length		select	arg_percent
4454707.3	Resin-associated microbiota	Retinia resinella galls	7365423	3297	Temperate coniferous forest biome	insecta-associated habitat	dust	miscellaneous	WGS	Valencia	2233.977	public		0.00303306035790112
4454959.3	MAP unmarinated broiler	MAP unmarinated broiler	94857108	234619	food	food	food	unknown	WGS	unknown	404.303	public		0.000132129111453037
4454960.3	Marinated broiler	MAP marinated broiler	53419253	137118	food	food	food	unknown	WGS	unknown	389.586	public		0.000109394827812541
4455111.3	Beaufort Sea sediments	ArcticSedimentHighMethane_PC12-236-260cm_postrep	378366946	1516601	aquatic biome	marine feature	sediment	sediment	WGS	Beaufort Sea	249.484	public		9.23116890995061e-06
4455112.3	Beaufort Sea sediments	ArcticSedimentLowMethane_PC12-244-90cm_postre	609474266	1791196	aquatic biome	marine feature	sediment	sediment	WGS	Beaufort Sea	340.261	public		6.69943434442685e-06
4455113.3	Beaufort Sea sediments	ArcticSedimentLowMethane_PC12-247-20cm_postrep	566891433	1631314	aquatic biome	marine feature	sediment	sediment	WGS	Beaufort Sea	347.506	public		2.14550969341279e-05
4455114.3	Beaufort Sea sediments	ArcticSedimentMediumPC12_240_170cm_postrep	1020334630	2599858	aquatic biome	marine feature	sediment	sediment	WGS	Beaufort Sea	392.458	public		9.61590979199633e-06
4455198.3	Resin-associated microbiota	Pinetree Resin	21222818	14102	Temperate coniferous forest biome	insecta-associated habitat	dust	miscellaneous	WGS	Valencia	1504.951	public		0.00297830095021983
4455295.3	Danish wastewater treatment plants	Aalborg Vest EBPR	161691487	213518	waste water	waste water	waste water	unknown	WGS	Aalborg	757.273	public		0.000557330061165803
4459940.3	Peru Margin Subseafloor Biosphere	1229_32mbsf_AMPLIFIED	17826153	157520	sediment	sediment	sediment	unknown	WGS	Ocean Drilling Program leg 201, site 1229	113.168	public		0.00010792280345353
4459941.3	Peru Margin Subseafloor Biosphere	1229_50mbsf_AMPLIFIED	9344707	84122	sediment	sediment	sediment	unknown	WGS	Ocean Drilling Program leg 201, site 1229	111.085	public		0.000487387365968474
4460151.3	Achatina	Achatina_Filtered	182716265	525841	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	WGS	Rio de Janeiro	347.474	public		0.00152707757668192
4460178.3	Puget Sound	Station P1	69705957	198750	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	350.722	public		0
4460179.3	Puget Sound	Station P26	54248771	154630	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	350.830	public		6.46705037832245e-06
4460180.3	Puget Sound	Station P28	61313635	173539	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	353.313	public		0
4460182.3	Puget Sound	Station P32	59118427	168536	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	350.776	public		0
4460188.3	Puget Sound	Station P5	154203824	433841	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	355.439	public		4.60998384200663e-06
4460189.3	Puget Sound	Marina	87789611	242705	estuarine biome	estuarine bulk water	water	water	WGS	Puget Sound, WA	361.713	public		2.88415978245195e-05
4460190.3	Puget Sound	WWTP effluent	46708989	128160	freshwater biome	anthropogenic habitat	water	wastewater|sludge	WGS	Puget Sound, WA	364.458	public		0.000280898876404494
4460391.3	Project for: aya-total-dataset1	aya-total-dataset1	2710501	5771	animal-associated habitat	animal-associated habitat	animal-associated habitat	unknown	WGS	Bet Dagan	469.676	public		0.00121296135851672
4460441.3	Project for: rem_rfam_09ROV3	rem_rfam_09ROV3	2936990	11104	microbial mat	microbial mat	microbial mat	unknown	WGS	unknown	264.498	public		0
4460448.3	Diamond Fork Biofilm	Diamond_fork_biofilm	407295217	700270	stream	stream	stream	microbial mat|biofilm	WGS	Diamond Fork Utah	581.626	public		0.000492667114113128
4460449.3	Diamond Fork Biofilm	Diamond_fork_biofilm	399093156	685935	hot spring	hot spring	hot spring	microbial mat|biofilm	WGS	Diamond Fork Utah	581.824	public		0.000465058642582752
4460639.3	NEC	GC_041108	3864850371	20326472	terrestrial biome	mammalia-associated habitat	feces	human-gut	WGS	Chicago, IL	190.139	public		0.00595794489078085
4460641.3	NEC	GC_050608	4221248266	22914780	terrestrial biome	mammalia-associated habitat	feces	human-gut	WGS	Chicago, IL	184.215	public		0.00638600937909943
4460642.3	NEC	GN_040808	3580635764	19429521	terrestrial biome	mammalia-associated habitat	feces	human-gut	WGS	Chicago, IL	184.288	public		0.00553137671278669
4460644.3	NEC	GN_042108	4654272148	24921103	terrestrial biome	mammalia-associated habitat	feces	human-gut	WGS	Chicago, IL	186.760	public		0.0063519660425945
4460676.3	Peru OMZ - Meteor Cruise M77/3	Sulfidic Event in Peruvian OMZ Metagenome 80m	154015471	352131	Neritic epipelagic zone biome	coastal water body	coastal water	water	WGS	Coastal waters off Lima	437.381	public		2.83985221409078e-06
4460677.3	Peru OMZ - Meteor Cruise M77/3	Sulfidic Event in Peruvian OMZ Metagenome 05m	122220795	315414	Neritic epipelagic zone biome	coastal water body	coastal water	water	WGS	Coastal waters off Lima	387.493	public		6.34087263089146e-06
4460736.3	Peru OMZ - Meteor Cruise M77/3	Sulfidic Event in Peruvian OMZ Metagenome 50m	124119866	312453	Neritic epipelagic zone biome	coastal water body	coastal water	water	WGS	Coastal waters off Lima	397.243	public		3.2004813523954e-06
4460919.3	Cubatao_metagenomic	Cubatao_S2	305140693	578478	terrestrial biome	coastal plain	leafy wood soil	soil	WGS	Cubatao	527.489	public		0.000217812950535716
4461011.3	Project for: 5mgHCHsoil	5mgHCHsoil	561614752	1610104	soil	soil	soil	soil	WGS	Lucknow	348.807	public		0.000445312849356315
4461013.3	Project for: 70mgHCHsoil	70mgHCHsoil	382387984	1124891	soil	soil	soil	soil	WGS	Lucknow	339.933	public		0.00119211550274649
4461119.3	Human gut microbiome viewed across age and geography (WGS)	Amz10baby	30059703	72358	feces	feces	feces	plant-associated	WGS	unknown	415.430	public		0.00199010475690318
4461120.3	Human gut microbiome viewed across age and geography (WGS)	Amz10baby	47908243	120014	unknown	unknown	unknown	unknown	WGS	unknown	399.189	public		0.00184978419184428
4461121.3	Human gut microbiome viewed across age and geography (WGS)	Amz1baby	6125005	19681	feces	feces	feces	plant-associated	WGS	unknown	311.214	public		0.00355672984096337
4461122.3	Human gut microbiome viewed across age and geography (WGS)	Amz1teenF	9505574	23342	feces	feces	feces	plant-associated	WGS	unknown	407.230	public		0.00201353782880644
4461123.3	Human gut microbiome viewed across age and geography (WGS)	Amz2adltF	44433078	112929	feces	feces	feces	plant-associated	WGS	unknown	393.460	public		0.000327639490299215
4461124.3	Human gut microbiome viewed across age and geography (WGS)	Amz2infF	38525923	94521	feces	feces	feces	plant-associated	WGS	unknown	407.591	public		0.00142825403878503
4461125.3	Human gut microbiome viewed across age and geography (WGS)	Amz4chldM1	90326422	219458	feces	feces	feces	plant-associated	WGS	unknown	411.589	public		0.000364534443948273
4461126.3	Human gut microbiome viewed across age and geography (WGS)	Amz4chldM2	25113702	63788	feces	feces	feces	plant-associated	WGS	unknown	393.706	public		0.000783846491503104
4461127.3	Human gut microbiome viewed across age and geography (WGS)	Amz5chldF1	55184579	137296	feces	feces	feces	plant-associated	WGS	unknown	401.939	public		0.00583411024356136
4461128.3	Human gut microbiome viewed across age and geography (WGS)	Amz5chldF2	23547454	59051	feces	feces	feces	plant-associated	WGS	unknown	398.765	public		0.00022014868503497
4461129.3	Human gut microbiome viewed across age and geography (WGS)	Amz5teenF	46534815	123930	feces	feces	feces	plant-associated	WGS	unknown	375.493	public		0.00056483498749294
4461130.3	Human gut microbiome viewed across age and geography (WGS)	Amz7adltF	95779367	261121	feces	feces	feces	plant-associated	WGS	unknown	366.801	public		0.0002719045959536
4461131.3	Human gut microbiome viewed across age and geography (WGS)	Amz7eldM	33599032	96450	feces	feces	feces	plant-associated	WGS	unknown	348.357	public		0.000746500777604977
4461132.3	Human gut microbiome viewed across age and geography (WGS)	Amz9baby	51947945	165244	feces	feces	feces	plant-associated	WGS	unknown	314.371	public		0.00203940839001719
4461133.3	Human gut microbiome viewed across age and geography (WGS)	AmzC14infF	37340910	110625	feces	feces	feces	plant-associated	WGS	unknown	337.545	public		0.000849717514124294
4461134.3	Human gut microbiome viewed across age and geography (WGS)	AmzC15infF	56454337	162823	feces	feces	feces	plant-associated	WGS	unknown	346.722	public		0.000927387408412816
4461135.3	Human gut microbiome viewed across age and geography (WGS)	AmzC1babyF2	47712278	136378	feces	feces	feces	plant-associated	WGS	unknown	349.853	public		0.00181847512062063
4461136.3	Human gut microbiome viewed across age and geography (WGS)	AmzC2babyF	58716461	176323	feces	feces	feces	plant-associated	WGS	unknown	333.005	public		0.00195096499038696
4461137.3	Human gut microbiome viewed across age and geography (WGS)	AmzC3babyF	47754829	148187	feces	feces	feces	plant-associated	WGS	unknown	322.261	public		0.00207170669491926
4461138.3	Human gut microbiome viewed across age and geography (WGS)	AmzC5adltF	44709999	145658	feces	feces	feces	plant-associated	WGS	unknown	306.952	public		0.000576693350176441
4461139.3	Human gut microbiome viewed across age and geography (WGS)	AmzC5chldF	95090615	259910	feces	feces	feces	plant-associated	WGS	unknown	365.860	public		0.00185064060636374
4461140.3	Human gut microbiome viewed across age and geography (WGS)	AmzC5chldM	79021962	213186	feces	feces	feces	plant-associated	WGS	unknown	370.671	public		0.0017261921514546
4461141.3	Human gut microbiome viewed across age and geography (WGS)	F3T1pre4	11795027	52576	feces	feces	feces	plant-associated	WGS	unknown	224.342	public		0.000779823493609251
4461142.3	Human gut microbiome viewed across age and geography (WGS)	F3T2pre4	11195894	49596	feces	feces	feces	plant-associated	WGS	unknown	225.742	public		0.000725864989112025
4461143.3	Human gut microbiome viewed across age and geography (WGS)	F4T1pre4	11735615	49517	feces	feces	feces	plant-associated	WGS	unknown	237.002	public		0.000545267281943575
4461144.3	Human gut microbiome viewed across age and geography (WGS)	F4T2pre4	11634676	49683	feces	feces	feces	plant-associated	WGS	unknown	234.178	public		0.000885614797818167
4461145.3	Human gut microbiome viewed across age and geography (WGS)	h10A.2	74454622	193914	feces	feces	feces	plant-associated	WGS	unknown	383.957	public		0.000990129645100405
4461146.3	Human gut microbiome viewed across age and geography (WGS)	h10B.2	86030856	210101	feces	feces	feces	plant-associated	WGS	unknown	409.474	public		0.00129937506246995
4461147.3	Human gut microbiome viewed across age and geography (WGS)	h10M	55248524	150839	feces	feces	feces	plant-associated	WGS	unknown	366.275	public		0.000391145526024437
4461148.3	Human gut microbiome viewed across age and geography (WGS)	h121A.1	36926003	99698	feces	feces	feces	plant-associated	WGS	unknown	370.379	public		0.00112339264579029
4461149.3	Human gut microbiome viewed across age and geography (WGS)	h121B.1	57788553	152687	feces	feces	feces	plant-associated	WGS	unknown	378.477	public		0.00111993817417331
4461150.3	Human gut microbiome viewed across age and geography (WGS)	h209A.2	53842096	132838	feces	feces	feces	plant-associated	WGS	unknown	405.321	public		0.00414790948373206
4461151.3	Human gut microbiome viewed across age and geography (WGS)	h209B.2	39807026	98369	feces	feces	feces	plant-associated	WGS	unknown	404.670	public		0.00205349246205614
4461152.3	Human gut microbiome viewed across age and geography (WGS)	h257A.1	60808820	155162	feces	feces	feces	plant-associated	WGS	unknown	391.905	public		0.00293241902012091
4461153.3	Human gut microbiome viewed across age and geography (WGS)	h257B.1	41943140	111346	feces	feces	feces	plant-associated	WGS	unknown	376.692	public		0.00237098773193469
4461154.3	Human gut microbiome viewed across age and geography (WGS)	h257M.2	53256026	180417	feces	feces	feces	plant-associated	WGS	unknown	295.183	public		0.000570899638060715
4461155.3	Human gut microbiome viewed across age and geography (WGS)	h259A.2	37226823	88301	feces	feces	feces	plant-associated	WGS	unknown	421.590	public		0.00295579891507457
4461156.3	Human gut microbiome viewed across age and geography (WGS)	h259B.2	32461261	76770	feces	feces	feces	plant-associated	WGS	unknown	422.838	public		0.00382962094568191
4461157.3	Human gut microbiome viewed across age and geography (WGS)	h301A.1	60820751	145054	feces	feces	feces	plant-associated	WGS	unknown	419.297	public		0.00246115239841714
4461158.3	Human gut microbiome viewed across age and geography (WGS)	h301B.1	74069806	187224	feces	feces	feces	plant-associated	WGS	unknown	395.621	public		0.00210977225142076
4461159.3	Human gut microbiome viewed across age and geography (WGS)	h301M.1	49561114	170081	feces	feces	feces	plant-associated	WGS	unknown	291.397	public		0.000652630217367019
4461160.3	Human gut microbiome viewed across age and geography (WGS)	h37A.2	65428143	171067	feces	feces	feces	plant-associated	WGS	unknown	382.471	public		0.000847621107519276
4461161.3	Human gut microbiome viewed across age and geography (WGS)	h37B.2	149582115	379277	feces	feces	feces	plant-associated	WGS	unknown	394.388	public		0.00144221769313721
4461162.3	Human gut microbiome viewed across age and geography (WGS)	h37M	73571933	184151	feces	feces	feces	plant-associated	WGS	unknown	399.520	public		0.000374692507778942
4461163.3	Human gut microbiome viewed across age and geography (WGS)	h47A.1	99891479	254363	feces	feces	feces	plant-associated	WGS	unknown	392.712	public		0.00165118354477656
4461164.3	Human gut microbiome viewed across age and geography (WGS)	h47B.1	71995095	184366	feces	feces	feces	plant-associated	WGS	unknown	390.501	public		0.00150787021468167
4461165.3	Human gut microbiome viewed across age and geography (WGS)	h95A.1	123631569	327329	feces	feces	feces	plant-associated	WGS	unknown	377.698	public		0.00123423222507019
4461166.3	Human gut microbiome viewed across age and geography (WGS)	h95B.1	100654100	258046	feces	feces	feces	plant-associated	WGS	unknown	390.063	public		0.00160824039124807
4461167.3	Human gut microbiome viewed across age and geography (WGS)	h95M	64497568	167919	feces	feces	feces	plant-associated	WGS	unknown	384.099	public		0.000702719763695591
4461168.3	Human gut microbiome viewed across age and geography (WGS)	371	43068627	165559	feces	feces	feces	plant-associated	WGS	unknown	260.141	public		0.000440930423595214
4461169.3	Human gut microbiome viewed across age and geography (WGS)	USBldChld10	44177897	115720	feces	feces	feces	plant-associated	WGS	unknown	381.765	public		0.000449360525406153
4461170.3	Human gut microbiome viewed across age and geography (WGS)	USBldChld2	48274702	128291	feces	feces	feces	plant-associated	WGS	unknown	376.291	public		0.000265022487937579
4461171.3	Human gut microbiome viewed across age and geography (WGS)	USBldChld4	48276398	128029	feces	feces	feces	plant-associated	WGS	unknown	377.074	public		0.000765451577377
4461172.3	Human gut microbiome viewed across age and geography (WGS)	USBldChld5	74191065	194229	feces	feces	feces	plant-associated	WGS	unknown	381.977	public		0.000247130963965216
4461173.3	Human gut microbiome viewed across age and geography (WGS)	USBldChld8	64644547	166095	feces	feces	feces	plant-associated	WGS	unknown	389.202	public		0.000325115144947169
4461174.3	Human gut microbiome viewed across age and geography (WGS)	USchp18Child	75864310	196958	feces	feces	feces	plant-associated	WGS	unknown	385.180	public		0.000741274789549041
4461175.3	Human gut microbiome viewed across age and geography (WGS)	USchp18Mom	44063873	126524	feces	feces	feces	plant-associated	WGS	unknown	348.265	public		0.000869400271885176
4461176.3	Human gut microbiome viewed across age and geography (WGS)	USchp33ChildA	69014489	180424	feces	feces	feces	plant-associated	WGS	unknown	382.513	public		0.0004877399902452
4461177.3	Human gut microbiome viewed across age and geography (WGS)	USchp33ChildB	73795968	181724	feces	feces	feces	plant-associated	WGS	unknown	406.088	public		0.000412713785741014
4461178.3	Human gut microbiome viewed across age and geography (WGS)	USchp33Mom	54882109	142581	feces	feces	feces	plant-associated	WGS	unknown	384.919	public		0.000806559078699125
4461179.3	Human gut microbiome viewed across age and geography (WGS)	USchp60Child	43671233	112356	feces	feces	feces	plant-associated	WGS	unknown	388.686	public		0.000320410124959949
4461180.3	Human gut microbiome viewed across age and geography (WGS)	USchp60Mom	114760076	284283	feces	feces	feces	plant-associated	WGS	unknown	403.683	public		0.000643724739080423
4461181.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw1.1	37931963	115158	feces	feces	feces	plant-associated	WGS	unknown	329.391	public		0.000738116327133156
4461182.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw1.2	53635048	161375	feces	feces	feces	plant-associated	WGS	unknown	332.363	public		0.00101006971340046
4461183.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw10.1	25573405	72215	feces	feces	feces	plant-associated	WGS	unknown	354.129	public		0.00178633247940179
4461184.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw10.2	32472750	93148	feces	feces	feces	plant-associated	WGS	unknown	348.615	public		0.00170696096534547
4461185.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw11.1	26181916	74534	feces	feces	feces	plant-associated	WGS	unknown	351.275	public		0.00112700244183862
4461186.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw11.2	33229224	93813	feces	feces	feces	plant-associated	WGS	unknown	354.207	public		0.000799462761024591
4461187.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw12.1	38039586	109755	feces	feces	feces	plant-associated	WGS	unknown	346.586	public		0.000874675413420801
4461188.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw12.2	28166458	82352	feces	feces	feces	plant-associated	WGS	unknown	342.025	public		0.00100786866135613
4461189.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw13.1	26282771	79997	feces	feces	feces	plant-associated	WGS	unknown	328.547	public		0.00136255109566609
4461190.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw13.2	27314065	81890	feces	feces	feces	plant-associated	WGS	unknown	333.546	public		0.000928074245939675
4461191.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw15.1	21508371	64661	feces	feces	feces	plant-associated	WGS	unknown	332.633	public		0.000726867818313976
4461192.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw15.2	20106312	59487	feces	feces	feces	plant-associated	WGS	unknown	337.995	public		0.00124396927059694
4461193.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw16.1	17474295	54141	feces	feces	feces	plant-associated	WGS	unknown	322.755	public		0.000812692783657487
4461194.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw16.2	20174074	62121	feces	feces	feces	plant-associated	WGS	unknown	324.754	public		0.000772685565267784
4461195.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw17.1	19352089	60439	feces	feces	feces	plant-associated	WGS	unknown	320.192	public		0.000910008438260064
4461196.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw17.2	22768316	70950	feces	feces	feces	plant-associated	WGS	unknown	320.906	public		0.00128259337561663
4461197.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw18.1	24344664	72687	feces	feces	feces	plant-associated	WGS	unknown	334.925	public		0.000591577586088296
4461198.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw18.2	23251045	70281	feces	feces	feces	plant-associated	WGS	unknown	330.830	public		0.0008110300081103
4461199.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw19.1	75407780	224659	feces	feces	feces	plant-associated	WGS	unknown	335.654	public		0.00291552975843389
4461200.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw19.2	37374509	144110	feces	feces	feces	plant-associated	WGS	unknown	259.347	public		0.00286586635209215
4461201.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw2.1	20494050	57905	feces	feces	feces	plant-associated	WGS	unknown	353.925	public		0.00212416889733184
4461202.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw2.2	32869419	92151	feces	feces	feces	plant-associated	WGS	unknown	356.691	public		0.00323382274744712
4461203.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw20.1	18496921	71435	feces	feces	feces	plant-associated	WGS	unknown	258.934	public		0.00202981731644152
4461204.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw20.2	34623049	133407	feces	feces	feces	plant-associated	WGS	unknown	259.529	public		0.00179900604915784
4461205.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw21.1	64700778	199009	feces	feces	feces	plant-associated	WGS	unknown	325.115	public		0.00205015853554362
4461206.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw21.2	55673218	176845	feces	feces	feces	plant-associated	WGS	unknown	314.814	public		0.00285560801832113
4461207.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw3.1	60124207	174966	feces	feces	feces	plant-associated	WGS	unknown	343.634	public		0.00165174948275665
4461208.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw3.2	54515852	154534	feces	feces	feces	plant-associated	WGS	unknown	352.776	public		0.00128127143541227
4461209.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw4.1	48893313	142916	feces	feces	feces	plant-associated	WGS	unknown	342.112	public		0.00156735425004898
4461210.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw4.2	58508186	169453	feces	feces	feces	plant-associated	WGS	unknown	345.277	public		0.00196514667783987
4461211.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw5.1	48381130	145475	feces	feces	feces	plant-associated	WGS	unknown	332.574	public		0.00169101220140918
4461212.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw5.2	55910089	166583	feces	feces	feces	plant-associated	WGS	unknown	335.629	public		0.00203502158083358
4461213.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw6.1	68678536	196750	feces	feces	feces	plant-associated	WGS	unknown	349.065	public		0.0019415501905972
4461214.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw6.2	58929755	171733	feces	feces	feces	plant-associated	WGS	unknown	343.148	public		0.00210792334612451
4461215.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw7.1	23598949	68101	feces	feces	feces	plant-associated	WGS	unknown	346.529	public		0.000675467320597348
4461216.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw7.2	54314337	157283	feces	feces	feces	plant-associated	WGS	unknown	345.329	public		0.000686660351086894
4461217.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw8.1	45660401	133942	feces	feces	feces	plant-associated	WGS	unknown	340.897	public		0.000851114661569933
4461218.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw8.2	51204120	139800	feces	feces	feces	plant-associated	WGS	unknown	366.267	public		0.00120886981402003
4461219.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw9.1	76518949	220391	feces	feces	feces	plant-associated	WGS	unknown	347.196	public		0.00202367610292616
4461220.3	Human gut microbiome viewed across age and geography (WGS)	USinfTw9.2	80170081	222856	feces	feces	feces	plant-associated	WGS	unknown	359.739	public		0.00150321283698891
4461221.3	Human gut microbiome viewed across age and geography (WGS)	TS3	78189686	315900	feces	feces	feces	plant-associated	WGS	unknown	247.514	public		0.000721747388414055
4461222.3	Human gut microbiome viewed across age and geography (WGS)	TS1	48636820	190749	feces	feces	feces	plant-associated	WGS	unknown	254.978	public		0.000204457166223676
4461223.3	Human gut microbiome viewed across age and geography (WGS)	TS2	57524361	248274	feces	feces	feces	plant-associated	WGS	unknown	231.697	public		0.000527642846210235
4461224.3	Human gut microbiome viewed across age and geography (WGS)	TS6	91979740	360479	feces	feces	feces	plant-associated	WGS	unknown	255.160	public		0.000363405357871055
4461225.3	Human gut microbiome viewed across age and geography (WGS)	TS4	75789989	288836	feces	feces	feces	plant-associated	WGS	unknown	262.398	public		0.000619728842665042
4461226.3	Human gut microbiome viewed across age and geography (WGS)	TS5	84246924	333219	feces	feces	feces	plant-associated	WGS	unknown	252.827	public		0.00161155276259757
4461227.3	Human gut microbiome viewed across age and geography (WGS)	TS9	126086217	494102	feces	feces	feces	plant-associated	WGS	unknown	255.183	public		0.0006678782923364
4461228.3	Human gut microbiome viewed across age and geography (WGS)	TS7	113692757	438719	feces	feces	feces	plant-associated	WGS	unknown	259.147	public		0.000414844125738799
4461229.3	Human gut microbiome viewed across age and geography (WGS)	TS8	96622655	381182	feces	feces	feces	plant-associated	WGS	unknown	253.482	public		0.000852611088666306
4461284.3	muegge_mammals_paper_human_samples_MG	CRBM.02.MG	10505436	46535	feces	feces	feces	human-vaginal	WGS	unknown	225.753	public		0.000558719243580101
4461285.3	muegge_mammals_paper_human_samples_MG	CRBM.03.MG	20411881	92140	feces	feces	feces	human-vaginal	WGS	unknown	221.531	public		0.000477534187106577
4461286.3	muegge_mammals_paper_human_samples_MG	CRBM.04.MG	8112736	35735	feces	feces	feces	human-vaginal	WGS	unknown	227.025	public		0.00019588638589618
4461287.3	muegge_mammals_paper_human_samples_MG	CRBM.05.MG	33136917	152547	feces	feces	feces	human-vaginal	WGS	unknown	217.224	public		0.000399876759293857
4461288.3	muegge_mammals_paper_human_samples_MG	CRBM.06.MG	7848305	33800	feces	feces	feces	human-vaginal	WGS	unknown	232.198	public		0.000502958579881657
4461289.3	muegge_mammals_paper_human_samples_MG	CRBM.07.MG	8538283	37360	feces	feces	feces	human-vaginal	WGS	unknown	228.541	public		0.000401498929336188
4461290.3	muegge_mammals_paper_human_samples_MG	CRBM.08.MG	11583757	50597	feces	feces	feces	human-vaginal	WGS	unknown	228.942	public		0.000474336423108089
4461291.3	muegge_mammals_paper_human_samples_MG	CRBM.09.MG	8801078	40147	feces	feces	feces	human-vaginal	WGS	unknown	219.221	public		0.000323809998256408
4461292.3	muegge_mammals_paper_human_samples_MG	CRBM.10.MG	11180565	47895	feces	feces	feces	human-vaginal	WGS	unknown	233.439	public		0.000375822110867523
4461293.3	muegge_mammals_paper_human_samples_MG	CRBM.11.MG	10547659	46573	feces	feces	feces	human-vaginal	WGS	unknown	226.476	public		0.000687093380284714
4461294.3	muegge_mammals_paper_human_samples_MG	CRBM.12.MG	9302957	40883	feces	feces	feces	human-vaginal	WGS	unknown	227.551	public		0.000317980578724653
4461295.3	muegge_mammals_paper_human_samples_MG	CRBM.13.MG	12667592	55303	feces	feces	feces	human-vaginal	WGS	unknown	229.058	public		0.000506301647288574
4461296.3	muegge_mammals_paper_human_samples_MG	CRBM.14.MG	14516369	65833	feces	feces	feces	human-vaginal	WGS	unknown	220.503	public		0.00056202816216791
4461297.3	muegge_mammals_paper_human_samples_MG	CRBM.15.MG	9839135	44298	feces	feces	feces	human-vaginal	WGS	unknown	222.112	public		0.000361190121450178
4461298.3	muegge_mammals_paper_human_samples_MG	CRBM.16.MG	8296708	36113	feces	feces	feces	human-vaginal	WGS	unknown	229.743	public		0.000415362888710437
4461299.3	muegge_mammals_paper_human_samples_MG	CRBM.19.MG	11075284	50444	feces	feces	feces	human-vaginal	WGS	unknown	219.556	public		0.000495599080168107
4461300.3	muegge_mammals_paper_human_samples_MG	CRBM.20.MG	13509722	57998	feces	feces	feces	human-vaginal	WGS	unknown	232.934	public		0.000258629607917514
4461301.3	muegge_mammals_paper_human_samples_MG	CRBM.21.MG	10024336	43107	feces	feces	feces	human-vaginal	WGS	unknown	232.545	public		0.000324773238685132
4461341.3	muegge_mammals_paper_mammal_samples_MG	AfElphSD3.MG	23918041	140869	feces	feces	feces	host-associated	WGS	San Diego Zoo	169.789	public		0.00018456864178776
4461342.3	muegge_mammals_paper_mammal_samples_MG	Armadillo.MG	6493145	28737	feces	feces	feces	host-associated	WGS	St Louis Zoo	225.951	public		0.00104395030796534
4461343.3	muegge_mammals_paper_mammal_samples_MG	BaboonSTL.MG	11728291	52293	feces	feces	feces	host-associated	WGS	St Louis Zoo	224.280	public		0.000248599238903869
4461344.3	muegge_mammals_paper_mammal_samples_MG	BaboonW.MG	6363911	31429	feces	feces	feces	host-associated	WGS	water hole	202.485	public		0
4461345.3	muegge_mammals_paper_mammal_samples_MG	BigHornSD.MG	18241978	45680	feces	feces	feces	host-associated	WGS	San Diego Zoo	399.343	public		0.00037215411558669
4461346.3	muegge_mammals_paper_mammal_samples_MG	BigHornW3.MG	21136032	51875	feces	feces	feces	host-associated	WGS	Colorado	407.442	public		0.000481927710843373
4461347.3	muegge_mammals_paper_mammal_samples_MG	BlackBr2.MG	28252382	68884	feces	feces	feces	host-associated	WGS	St Louis Zoo	410.144	public		0.00544393473085187
